"Bond Series","Original Loan Amount","Loan Purchase Date ","Purchase Year","Original Loan To Value","Loan Type ","SONYMA DPAL/CCAL Amount","Original Term","County","FIPS Code","Number of Units","Property Type","Housing Type","Household Size "
"Series 178/179/180","$120,000","07/25/2013","2013","80%","Conventional","$4,500","360","Niagara","36063","1 Family","Detached","Existing","1"
"Series 178/179/180","$142,500","07/25/2013","2013","81.43%","Conventional",,"360","Nassau","36059","1 Family","Cooperative","New","1"
"Series 178/179/180","$75,000","07/25/2013","2013","81.96%","Conventional","$3,000","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$135,925","07/25/2013","2013","82.38%","Conventional","$4,950","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 178/179/180","$162,500","07/25/2013","2013","83.33%","Conventional",,"360","Orange","36071","1 Family","Condominium","New","5"
"Series 178/179/180","$204,000","07/25/2013","2013","85%","Conventional",,"360","Orange","36071","1 Family","Condominium","Existing","8"
"Series 178/179/180","$212,500","07/25/2013","2013","85%","Conventional","$7,500","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 178/179/180","$212,800","07/25/2013","2013","88.67%","Conventional",,"360","Orange","36071","1 Family","Condominium","New","6"
"Series 178/179/180","$234,000","07/25/2013","2013","90%","Conventional",,"360","New York","36061","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$252,000","07/25/2013","2013","90%","Conventional",,"360","Rockland","36087","1 Family","PUD","Existing","8"
"Series 178/179/180","$315,000","07/25/2013","2013","90%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","5"
"Series 178/179/180","$174,100","07/25/2013","2013","91.63%","Conventional",,"360","Rensselaer","36083","1 Family","Detached","Existing","1"
"Series 178/179/180","$88,000","07/25/2013","2013","92.63%","Conventional","$3,000","360","Monroe","36055","1 Family","Detached","Existing","3"
"Series 178/179/180","$154,000","07/25/2013","2013","93.33%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 178/179/180","$136,650","07/25/2013","2013","94.24%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 178/179/180","$415,900","07/25/2013","2013","94.52%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 178/179/180","$259,350","07/25/2013","2013","95%","Conventional",,"360","Nassau","36059","1 Family","Condominium","Existing","1"
"Series 178/179/180","$239,444","07/25/2013","2013","95.78%","Conventional","$7,500","360","Orange","36071","1 Family","Condominium","Existing","9"
"Series 178/179/180","$308,800","07/25/2013","2013","96.5%","Conventional",,"360","Westchester","36119","2 Family","Detached","Existing","5"
"Series 178/179/180","$347,882","07/25/2013","2013","96.5%","Conventional","$10,815","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 178/179/180","$117,300","07/25/2013","2013","96.94%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 178/179/180","$301,100","07/25/2013","2013","96.97%","Conventional","$9,315","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 178/179/180","$131,400","07/25/2013","2013","96.97%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 178/179/180","$316,220","07/25/2013","2013","97%","Conventional","$5,509","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$311,719","07/25/2013","2013","97%","Conventional","$9,640","360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 178/179/180","$290,990","07/25/2013","2013","97%","Conventional","$8,999","360","Suffolk","36103","1 Family","Detached","Existing","4"
"Series 178/179/180","$89,725","07/25/2013","2013","97%","Conventional",,"360","Niagara","36063","1 Family","Detached","Existing","1"
"Series 178/179/180","$142,650","07/18/2013","2013","40.18%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","3"
"Series 178/179/180","$134,900","07/18/2013","2013","45.42%","Conventional","$8,910","360","Kings","36047","1 Family","Cooperative","New","1"
"Series 178/179/180","$143,100","07/18/2013","2013","57.24%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$197,100","07/18/2013","2013","58.22%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$165,870","07/18/2013","2013","62.59%","Conventional",,"360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 178/179/180","$242,100","07/18/2013","2013","62.88%","Conventional","$11,743","360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$72,200","07/18/2013","2013","36.1%","Conventional","$2,367","360","Bronx","36005","1 Family","Cooperative","New","2"
"Series 178/179/180","$234,000","07/18/2013","2013","64.11%","Conventional","$11,100","360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$352,800","07/18/2013","2013","69.94%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","3"
"Series 178/179/180","$186,000","07/18/2013","2013","70.19%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 178/179/180","$212,300","07/18/2013","2013","74.75%","Conventional","$6,600","360","Queens","36081","1 Family","Attached","Existing","2"
"Series 178/179/180","$132,000","07/18/2013","2013","78.27%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$124,000","07/18/2013","2013","80%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","3"
"Series 178/179/180","$464,000","07/18/2013","2013","80%","Conventional",,"360","Queens","36081","2 Family","Detached","Existing","3"
"Series 178/179/180","$300,000","07/18/2013","2013","80%","Conventional",,"360","Queens","36081","1 Family","Detached","Existing","4"
"Series 178/179/180","$264,000","07/18/2013","2013","80%","Conventional","$9,900","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 178/179/180","$177,600","07/18/2013","2013","80%","Conventional","$6,660","360","Rensselaer","36083","1 Family","Detached","Existing","1"
"Series 178/179/180","$108,800","07/18/2013","2013","80%","Conventional",,"360","Rensselaer","36083","1 Family","Detached","Existing","1"
"Series 178/179/180","$250,750","07/18/2013","2013","82.21%","Conventional",,"360","Queens","36081","1 Family","Attached","Existing","4"
"Series 178/179/180","$110,000","07/18/2013","2013","88%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$218,000","07/18/2013","2013","88.98%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 178/179/180","$49,500","07/18/2013","2013","89.19%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","2"
"Series 178/179/180","$247,000","07/18/2013","2013","89.82%","Conventional",,"360","Richmond","36085","1 Family","Detached","Existing","3"
"Series 178/179/180","$234,000","07/18/2013","2013","90%","Conventional","$7,800","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$100,600","07/18/2013","2013","94.02%","Conventional","$3,210","360","Erie","36029","1 Family","Condominium","Existing","1"
"Series 178/179/180","$237,500","07/18/2013","2013","95%","Conventional","$7,500","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 178/179/180","$183,000","07/18/2013","2013","96.64%","Conventional","$5,681","360","Erie","36029","1 Family","Detached","New","2"
"Series 178/179/180","$163,780","07/18/2013","2013","96.91%","Conventional","$5,070","360","Dutchess","36027","1 Family","Detached","Existing","1"
"Series 178/179/180","$86,300","07/18/2013","2013","96.97%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 178/179/180","$270,630","07/18/2013","2013","97%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$236,680","07/18/2013","2013","97%","Conventional","$7,320","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 178/179/180","$227,950","07/18/2013","2013","97%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$54,000","07/11/2013","2013","35.06%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$174,000","07/11/2013","2013","44.86%","Conventional","$11,635","360","Kings","36047","1 Family","Condominium","Rehabilitation","3"
"Series 178/179/180","$175,500","07/11/2013","2013","50.14%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","1"
"Series 178/179/180","$177,600","07/11/2013","2013","51.48%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","4"
"Series 178/179/180","$100,000","07/11/2013","2013","55.56%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$143,100","07/11/2013","2013","57.24%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$225,000","07/11/2013","2013","60.89%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$173,906","07/11/2013","2013","69.56%","Conventional","$15,000","360","Kings","36047","1 Family","Condominium","New","4"
"Series 178/179/180","$132,760","07/11/2013","2013","69.87%","Conventional","$12,342","360","Bronx","36005","1 Family","Cooperative","New","1"
"Series 178/179/180","$235,000","07/11/2013","2013","72.31%","Conventional",,"360","Orange","36071","1 Family","Condominium","Existing","8"
"Series 178/179/180","$187,500","07/11/2013","2013","75.15%","Conventional",,"360","Rockland","36087","1 Family","Condominium","Existing","1"
"Series 178/179/180","$359,500","07/11/2013","2013","75.29%","Conventional","$14,325","360","Kings","36047","1 Family","Cooperative","New","4"
"Series 178/179/180","$236,000","07/11/2013","2013","77.89%","Conventional",,"360","Richmond","36085","1 Family","Attached","Existing","1"
"Series 178/179/180","$185,360","07/11/2013","2013","78.88%","Conventional",,"360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$198,275","07/11/2013","2013","79.31%","Conventional","$9,300","360","Kings","36047","1 Family","Cooperative","New","2"
"Series 178/179/180","$277,000","07/11/2013","2013","79.83%","Conventional","$12,600","360","Kings","36047","1 Family","Cooperative","New","1"
"Series 178/179/180","$154,000","07/11/2013","2013","80%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","3"
"Series 178/179/180","$136,000","07/11/2013","2013","80%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$295,992","07/11/2013","2013","80%","Conventional",,"360","Suffolk","36103","1 Family","Condominium","Existing","2"
"Series 178/179/180","$280,000","07/11/2013","2013","80%","Conventional",,"360","Rockland","36087","2 Family","Detached","Existing","1"
"Series 178/179/180","$40,000","07/11/2013","2013","80%","Conventional",,"360","Erie","36029","2 Family","Detached","Existing","1"
"Series 178/179/180","$102,400","07/11/2013","2013","80%","Conventional","$3,840","360","Albany","36001","1 Family","Detached","Existing","1"
"Series 178/179/180","$96,000","07/11/2013","2013","80%","Conventional",,"360","Schenectady","36093","1 Family","Detached","Existing","1"
"Series 178/179/180","$89,100","07/11/2013","2013","90%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","3"
"Series 178/179/180","$66,150","07/11/2013","2013","90%","Conventional",,"360","Rockland","36087","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$297,000","07/11/2013","2013","90%","Conventional",,"360","Westchester","36119","1 Family","Condominium","Existing","2"
"Series 178/179/180","$247,950","07/11/2013","2013","95%","Conventional",,"360","Rockland","36087","1 Family","Detached","Existing","2"
"Series 178/179/180","$113,900","07/11/2013","2013","95%","Conventional",,"360","Erie","36029","1 Family","Detached","Existing","1"
"Series 178/179/180","$326,400","07/11/2013","2013","96%","Conventional","$10,200","360","Queens","36081","1 Family","Detached","Existing","3"
"Series 178/179/180","$82,025","07/11/2013","2013","96.5%","Conventional",,"360","Bronx","36005","1 Family","Condominium","Existing","1"
"Series 178/179/180","$75,100","07/11/2013","2013","96.9%","Conventional","$3,000","360","Livingston","36051","1 Family","Detached","Existing","1"
"Series 178/179/180","$111,400","07/11/2013","2013","96.95%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 178/179/180","$140,650","07/11/2013","2013","97%","Conventional","$4,350","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 178/179/180","$97,000","07/11/2013","2013","97%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","3"
"Series 178/179/180","$84,875","07/11/2013","2013","97%","Conventional","$3,000","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 178/179/180","$108,000","07/03/2013","2013","34.73%","Conventional","$9,330","360","Kings","36047","1 Family","Cooperative","New","2"
"Series 178/179/180","$110,000","07/03/2013","2013","44%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$225,000","07/03/2013","2013","60.89%","Conventional","$11,000","360","New York","36061","1 Family","Cooperative","New","2"
"Series 178/179/180","$242,100","07/03/2013","2013","62.31%","Conventional","$11,656","360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$186,000","07/03/2013","2013","62.38%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$181,300","07/03/2013","2013","62.52%","Conventional",,"360","Rockland","36087","1 Family","Attached","New","4"
"Series 178/179/180","$231,600","07/03/2013","2013","62.59%","Conventional","$11,000","360","Queens","36081","1 Family","Detached","Existing","2"
"Series 178/179/180","$360,000","07/03/2013","2013","67.92%","Conventional",,"360","Kings","36047","3 Family","Attached","Existing","4"
"Series 178/179/180","$261,000","07/03/2013","2013","70.92%","Conventional","$12,073","360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$81,400","07/03/2013","2013","71.78%","Conventional","$3,402","360","Monroe","36055","1 Family","Detached","Existing","3"
"Series 178/179/180","$334,000","07/03/2013","2013","72.54%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","2"
"Series 178/179/180","$292,500","07/03/2013","2013","75%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 178/179/180","$255,000","07/03/2013","2013","75%","Conventional",,"360","Rockland","36087","1 Family","Detached","Existing","6"
"Series 178/179/180","$99,500","07/03/2013","2013","79.92%","Conventional",,"360","Ulster","36111","2 Family","Detached","Existing","3"
"Series 178/179/180","$56,000","07/03/2013","2013","80%","Conventional",,"360","Orange","36071","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$52,000","07/03/2013","2013","80%","Conventional",,"360","Dutchess","36027","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$48,000","07/03/2013","2013","80%","Conventional",,"360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$86,000","07/03/2013","2013","80%","Conventional",,"360","Albany","36001","1 Family","Condominium","Existing","1"
"Series 178/179/180","$159,200","07/03/2013","2013","80%","Conventional",,"360","Rockland","36087","1 Family","Condominium","Existing","1"
"Series 178/179/180","$256,000","07/03/2013","2013","80%","Conventional",,"360","Kings","36047","2 Family","Attached","Existing","5"
"Series 178/179/180","$284,000","07/03/2013","2013","80%","Conventional","$10,650","360","Nassau","36059","1 Family","Detached","Existing","3"
"Series 178/179/180","$220,000","07/03/2013","2013","80%","Conventional",,"480","Rockland","36087","1 Family","Detached","Existing","9"
"Series 178/179/180","$102,000","07/03/2013","2013","85%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","Existing","2"
"Series 178/179/180","$222,400","07/03/2013","2013","88.96%","Conventional","$7,500","360","Bronx","36005","2 Family","Attached","Rehabilitation","1"
"Series 178/179/180","$196,200","07/03/2013","2013","90%","Conventional","$6,600","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 178/179/180","$205,175","07/03/2013","2013","91.19%","Conventional","$6,750","360","Queens","36081","1 Family","Detached","Existing","2"
"Series 178/179/180","$120,600","07/03/2013","2013","92.06%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Existing","2"
"Series 178/179/180","$277,875","07/03/2013","2013","95%","Conventional","$8,775","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$247,000","07/03/2013","2013","95%","Conventional",,"360","Saratoga","36091","1 Family","Detached","Existing","3"
"Series 178/179/180","$182,875","07/03/2013","2013","95%","Conventional","$5,775","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 178/179/180","$156,750","07/03/2013","2013","95%","Conventional","$4,950","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 178/179/180","$147,250","07/03/2013","2013","95%","Conventional","$4,650","360","Chemung","36015","1 Family","Detached","Existing","1"
"Series 178/179/180","$124,800","07/03/2013","2013","96.93%","Conventional",,"360","Cortland","36023","1 Family","Detached","Existing","1"
"Series 178/179/180","$82,400","07/03/2013","2013","96.94%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 178/179/180","$172,100","07/03/2013","2013","96.96%","Conventional","$5,325","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$150,350","07/03/2013","2013","97%","Conventional","$4,650","360","Westchester","36119","1 Family","Condominium","Existing","2"
"Series 178/179/180","$291,000","07/03/2013","2013","97%","Conventional","$9,000","360","Nassau","36059","1 Family","Detached","Existing","4"
"Series 178/179/180","$229,793","07/03/2013","2013","97%","Conventional","$7,107","360","Orange","36071","1 Family","Detached","Existing","3"
"Series 178/179/180","$223,100","07/03/2013","2013","97%","Conventional","$6,900","360","Suffolk","36103","1 Family","Detached","Rehabilitation","1"
"Series 178/179/180","$149,380","07/03/2013","2013","97%","Conventional","$4,620","360","Ulster","36111","1 Family","Detached","Existing","2"
"Series 178/179/180","$66,445","07/03/2013","2013","97%","Conventional","$3,000","360","Wayne","36117","1 Family","Detached","Existing","1"
"Series 178/179/180","$306,000","07/03/2013","2013","87.43%","Conventional","$9,450","360","New York","36061","1 Family","Cooperative","Existing","2"
"Series 178/179/180","$295,000","07/03/2013","2013","88.06%","Conventional","$10,350","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$173,000","06/27/2013","2013","37.57%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$135,000","06/27/2013","2013","45%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","2"
"Series 178/179/180","$150,575","06/27/2013","2013","48.03%","Conventional",,"360","Kings","36047","1 Family","Cooperative","New","2"
"Series 178/179/180","$204,000","06/27/2013","2013","55.89%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$180,000","06/27/2013","2013","56.33%","Conventional","$9,586","360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$234,000","06/27/2013","2013","62.83%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$234,000","06/27/2013","2013","63.59%","Conventional","$11,173","360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$200,000","06/27/2013","2013","64.52%","Conventional",,"360","Queens","36081","1 Family","Attached","Rehabilitation","3"
"Series 178/179/180","$115,000","06/27/2013","2013","65.75%","Conventional",,"360","Ulster","36111","1 Family","Detached","Existing","1"
"Series 178/179/180","$290,500","06/27/2013","2013","70%","Conventional",,"360","Queens","36081","2 Family","Attached","Existing","3"
"Series 178/179/180","$150,000","06/27/2013","2013","71.43%","Conventional",,"360","Nassau","36059","1 Family","Condominium","Existing","1"
"Series 178/179/180","$164,900","06/27/2013","2013","74.95%","Conventional","$6,600","360","Suffolk","36103","1 Family","Condominium","New","1"
"Series 178/179/180","$110,400","06/27/2013","2013","76.14%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$280,000","06/27/2013","2013","76.71%","Conventional","$10,950","360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 178/179/180","$260,000","06/27/2013","2013","80%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$101,600","06/27/2013","2013","80%","Conventional",,"360","Monroe","36055","3 Family","Detached","Existing","1"
"Series 178/179/180","$186,000","06/27/2013","2013","80%","Conventional",,"360","Dutchess","36027","1 Family","Detached","Existing","5"
"Series 178/179/180","$100,000","06/27/2013","2013","80%","Conventional",,"360","Albany","36001","1 Family","Detached","Existing","2"
"Series 178/179/180","$82,400","06/27/2013","2013","80%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 178/179/180","$170,473","06/27/2013","2013","83.16%","Conventional","$13,119","360","Bronx","36005","1 Family","Cooperative","New","2"
"Series 178/179/180","$80,750","06/27/2013","2013","85%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$287,500","06/27/2013","2013","86.47%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$123,750","06/27/2013","2013","90%","Conventional","$4,125","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$319,500","06/27/2013","2013","90%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","2"
"Series 178/179/180","$81,000","06/27/2013","2013","90%","Conventional","$3,000","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 178/179/180","$203,500","06/27/2013","2013","94.99%","Conventional",,"360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 178/179/180","$284,900","06/27/2013","2013","95%","Conventional",,"360","Suffolk","36103","1 Family","Condominium","New","1"
"Series 178/179/180","$209,000","06/27/2013","2013","95%","Conventional","$6,600","360","Queens","36081","1 Family","Condominium","Existing","1"
"Series 178/179/180","$204,250","06/27/2013","2013","95%","Conventional",,"360","Westchester","36119","1 Family","Condominium","Existing","1"
"Series 178/179/180","$123,500","06/27/2013","2013","95%","Conventional",,"360","Rockland","36087","1 Family","Condominium","Existing","3"
"Series 178/179/180","$213,313","06/27/2013","2013","95%","Conventional","$6,736","360","Queens","36081","1 Family","Detached","Existing","1"
"Series 178/179/180","$215,825","06/27/2013","2013","95.92%","Conventional","$6,675","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 178/179/180","$197,825","06/27/2013","2013","96.5%","Conventional","$6,150","360","Westchester","36119","1 Family","Detached","Existing","2"
"Series 178/179/180","$60,000","06/27/2013","2013","96.77%","Conventional","$3,000","360","Chautauqua","36013","1 Family","Detached","Existing","3"
"Series 178/179/180","$92,000","06/27/2013","2013","96.94%","Conventional","$3,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 178/179/180","$300,650","06/27/2013","2013","96.98%","Conventional","$9,300","360","Nassau","36059","1 Family","Detached","Existing","1"
"Series 178/179/180","$232,999","06/27/2013","2013","97%","Conventional",,"360","Albany","36001","1 Family","Detached","Existing","1"
"Series 178/179/180","$184,300","06/27/2013","2013","97%","Conventional",,"360","Albany","36001","1 Family","Detached","Existing","2"
"Series 178/179/180","$173,630","06/27/2013","2013","97%","Conventional",,"360","Dutchess","36027","1 Family","Detached","Existing","2"
"Series 178/179/180","$106,991","06/27/2013","2013","97%","Conventional",,"360","Schenectady","36093","1 Family","Detached","Existing","1"
"Series 178/179/180","$59,655","06/27/2013","2013","97%","Conventional","$3,000","360","St. Lawrence","36089","1 Family","Detached","Existing","2"
"Series 178/179/180","$96,000","06/20/2013","2013","80%","Conventional","$3,600","360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$100,000","06/20/2013","2013","46.51%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$125,000","06/20/2013","2013","54.7%","Conventional","$6,855","480","Westchester","36119","1 Family","Condominium","New","1"
"Series 178/179/180","$216,000","06/20/2013","2013","55.38%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$219,000","06/20/2013","2013","59.19%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$234,000","06/20/2013","2013","64.11%","Conventional","$11,173","360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$171,000","06/20/2013","2013","69.8%","Conventional","$9,073","360","New York","36061","1 Family","Cooperative","New","1"
"Series 178/179/180","$48,000","06/20/2013","2013","80%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 178/179/180","$244,000","06/20/2013","2013","80%","Conventional","$9,150","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 178/179/180","$203,600","06/20/2013","2013","80%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","1"
"Series 178/179/180","$165,000","06/20/2013","2013","89.19%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 178/179/180","$252,000","06/20/2013","2013","90%","Conventional",,"360","Suffolk","36103","1 Family","Condominium","Existing","1"
"49th/50th Series","$162,000","06/20/2013","2013","90%","Conventional","$5,400","360","Bronx","36005","1 Family","Condominium","Existing","4"
"Series 178/179/180","$175,000","06/20/2013","2013","90.67%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","3"
"49th/50th Series","$245,925","06/20/2013","2013","92.8%","Conventional","$7,950","360","Suffolk","36103","1 Family","Attached","Existing","4"
"Series 178/179/180","$168,950","06/20/2013","2013","93.86%","Conventional","$5,400","360","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 178/179/180","$175,750","06/20/2013","2013","95%","Conventional","$5,550","360","Ulster","36111","1 Family","Detached","Existing","2"
"49th/50th Series","$149,600","06/20/2013","2013","96.94%","Conventional","$4,630","360","Monroe","36055","1 Family","Detached","Existing","2"
"Series 178/179/180","$169,750","06/20/2013","2013","97%","Conventional","$5,430","360","Rockland","36087","1 Family","Condominium","Existing","2"
"49th/50th Series","$164,851","06/20/2013","2013","97%","Conventional",,"360","Ulster","36111","2 Family","Detached","Existing","1"
"49th/50th Series","$74,932","06/20/2013","2013","97%","Conventional","$3,000","360","St. Lawrence","36089","1 Family","Manufactured","Existing","2"
"49th/50th Series","$448,140","06/20/2013","2013","97%","Conventional","$13,860","360","Nassau","36059","1 Family","Detached","Existing","4"
"Series 178/179/180","$378,299","06/20/2013","2013","97%","Conventional","$11,699","360","Nassau","36059","1 Family","Detached","Existing","5"
"Series 178/179/180","$165,870","06/20/2013","2013","97%","Conventional","$4,976","360","Orange","36071","1 Family","Detached","Existing","2"
"Series 178/179/180","$126,100","06/20/2013","2013","97%","Conventional","$3,950","360","Ulster","36111","1 Family","Detached","Existing","3"
"Series 178/179/180","$87,203","06/20/2013","2013","97%","Conventional",,"360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 178/179/180","$64,941","06/20/2013","2013","97%","Conventional","$3,000","360","Wayne","36117","1 Family","Detached","Existing","1"
"49th/50th Series","$153,295","06/13/2013","2013","47.17%","Conventional","$15,000","360","Kings","36047","1 Family","Condominium","New","2"
"49th/50th Series","$172,050","06/13/2013","2013","49.16%","Conventional","$11,785","360","Kings","36047","1 Family","Condominium","Rehabilitation","3"
"49th/50th Series","$197,000","06/13/2013","2013","58.19%","Conventional","$10,126","360","New York","36061","1 Family","Cooperative","New","2"
"49th/50th Series","$287,100","06/13/2013","2013","66.54%","Conventional",,"360","New York","36061","1 Family","Cooperative","New","2"
"49th/50th Series","$183,000","06/13/2013","2013","76.25%","Conventional",,"480","Nassau","36059","1 Family","Condominium","Existing","2"
"49th/50th Series","$215,500","06/13/2013","2013","79.99%","Conventional","$6,800","360","Westchester","36119","1 Family","Condominium","New","3"
"49th/50th Series","$192,000","06/13/2013","2013","80%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"49th/50th Series","$108,000","06/13/2013","2013","80%","Conventional","$4,050","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"49th/50th Series","$106,400","06/13/2013","2013","80%","Conventional","$4,050","360","Queens","36081","1 Family","Cooperative","Existing","1"
"49th/50th Series","$152,880","06/13/2013","2013","80%","Conventional",,"360","Kings","36047","1 Family","Condominium","Rehabilitation","2"
"49th/50th Series","$129,600","06/13/2013","2013","80%","Conventional",,"360","Rockland","36087","1 Family","Condominium","Existing","4"
"49th/50th Series","$304,000","06/13/2013","2013","80%","Conventional",,"360","Nassau","36059","1 Family","Detached","Existing","5"
"49th/50th Series","$80,320","06/13/2013","2013","89.4%","Conventional","$3,000","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
