"Bond Series","Original Loan Amount","Loan Purchase Date ","Purchase Year","Original Loan To Value","Loan Type ","SONYMA DPAL/CCAL Amount","Original Term","County","FIPS Code","Number of Units","Property Type","Housing Type","Household Size "
"35th-37th Series","$105,500","04/07/2005","2005","65.12%","Conventional","$5,275","360","Monroe","36055","1 Family","Detached","Existing","6"
"35th-37th Series","$104,000","04/07/2005","2005","67.1%","Conventional","$2,879","360","Genesee","36037","1 Family","Detached","Existing","2"
"35th-37th Series","$73,000","04/07/2005","2005","70.87%","Conventional","$2,772","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"35th-37th Series","$74,250","04/07/2005","2005","74.25%","Conventional","$2,757","360","Queens","36081","1 Family","Cooperative","Existing","1"
"35th-37th Series","$75,000","04/07/2005","2005","75%","Conventional","$4,095","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"35th-37th Series","$150,000","04/07/2005","2005","75.76%","Conventional","$6,685","360","Orange","36071","1 Family","Condominium","New","6"
"35th-37th Series","$160,000","04/07/2005","2005","80%","Conventional","$6,428","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"35th-37th Series","$140,000","04/07/2005","2005","80%","Conventional","$6,813","360","Orange","36071","1 Family","Condominium","New","6"
"35th-37th Series","$134,400","04/07/2005","2005","80%","Conventional","$6,402","360","Orange","36071","1 Family","Condominium","New","1"
"35th-37th Series","$132,000","04/07/2005","2005","80%","Conventional","$6,600","360","Erie","36029","1 Family","Detached","Existing","1"
"35th-37th Series","$126,000","04/07/2005","2005","80%","Conventional","$6,004","360","Ulster","36111","1 Family","Detached","Existing","4"
"35th-37th Series","$84,000","04/07/2005","2005","80%","Conventional","$4,028","360","Erie","36029","1 Family","Detached","Existing","1"
"35th-37th Series","$64,150","04/07/2005","2005","80.69%","Conventional","$3,141","360","Schenectady","36093","1 Family","Detached","Existing","2"
"35th-37th Series","$261,406","04/07/2005","2005","88.21%","Conventional","$7,883","360","Dutchess","36027","1 Family","PUD","New","1"
"35th-37th Series","$151,000","04/07/2005","2005","89.88%","Conventional","$6,323","360","Schenectady","36093","1 Family","Detached","Existing","1"
"35th-37th Series","$81,000","04/07/2005","2005","90%","Conventional","$5,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"35th-37th Series","$76,500","04/07/2005","2005","90%","Conventional","$5,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"35th-37th Series","$193,200","04/07/2005","2005","92%","Conventional","$8,029","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"35th-37th Series","$258,500","04/07/2005","2005","92.49%","Conventional","$11,086","480","Suffolk","36103","1 Family","Detached","Existing","1"
"35th-37th Series","$129,780","04/07/2005","2005","92.85%","Conventional","$6,489","360","Orange","36071","1 Family","Condominium","Existing","1"
"35th-37th Series","$82,000","04/07/2005","2005","93.71%","Conventional","$4,884","360","St. Lawrence","36089","1 Family","Detached","Existing","5"
"35th-37th Series","$123,000","04/07/2005","2005","93.96%","Conventional","$5,133","360","Ulster","36111","1 Family","Detached","Existing","1"
"35th-37th Series","$51,000","04/07/2005","2005","94.44%","Conventional","$4,465","360","Niagara","36063","1 Family","Detached","Existing","1"
"35th-37th Series","$109,000","04/07/2005","2005","94.78%","Conventional","$4,305","360","Monroe","36055","1 Family","Condominium","Existing","1"
"35th-37th Series","$265,500","04/07/2005","2005","94.99%","Conventional","$10,901","360","Suffolk","36103","1 Family","Detached","Existing","2"
"35th-37th Series","$114,000","04/07/2005","2005","95%","Conventional","$5,700","360","Rensselaer","36083","1 Family","Detached","Existing","5"
"35th-37th Series","$71,250","04/07/2005","2005","95%","Conventional","$5,000","360","Chautauqua","36013","1 Family","Detached","Existing","6"
"35th-37th Series","$71,250","04/07/2005","2005","95%","Conventional","$3,922","360","Broome","36007","1 Family","Detached","Existing","1"
"35th-37th Series","$31,000","04/07/2005","2005","96.88%","Conventional","$4,020","360","Erie","36029","2 Family","Detached","Existing","1"
"35th-37th Series","$30,555","04/07/2005","2005","97%","Conventional","$3,457","360","Steuben","36101","1 Family","Detached","Existing","11"
"35th-37th Series","$81,400","04/07/2005","2005","96.9%","Conventional","$5,000","360","Genesee","36037","1 Family","Detached","Existing","2"
"35th-37th Series","$147,600","04/07/2005","2005","96.95%","Conventional","$6,230","360","Saratoga","36091","1 Family","Attached","Existing","1"
"35th-37th Series","$54,220","04/07/2005","2005","96.99%","Conventional","$3,761","360","Erie","36029","1 Family","Condominium","Existing","1"
"35th-37th Series","$106,700","04/07/2005","2005","97%","Step","$5,112","360","Cayuga","36011","1 Family","Detached","New","4"
"35th-37th Series","$100,880","04/07/2005","2005","97%","Conventional","$5,044","360","Onondaga","36067","1 Family","Detached","Existing","3"
"35th-37th Series","$93,023","04/07/2005","2005","97%","Conventional","$5,000","360","Erie","36029","1 Family","Detached","Existing","1"
"35th-37th Series","$86,815","04/07/2005","2005","97%","Conventional","$5,000","360","Rensselaer","36083","1 Family","Detached","Existing","1"
"35th-37th Series","$82,450","04/07/2005","2005","97%","Conventional","$5,000","360","Otsego","36077","1 Family","Detached","Existing","1"
"35th-37th Series","$77,600","04/07/2005","2005","97%","Conventional","$4,950","360","Monroe","36055","1 Family","Detached","Existing","1"
"35th-37th Series","$54,000","03/31/2005","2005","72.97%","Conventional",,"360","Erie","36029","1 Family","Detached","Existing","1"
"35th-37th Series","$40,000","03/31/2005","2005","24.24%","Conventional","$5,000","360","Suffolk","36103","1 Family","Detached","New","1"
"35th-37th Series","$60,000","03/31/2005","2005","31.39%","Conventional","$5,000","360","Suffolk","36103","1 Family","Condominium","New","1"
"35th-37th Series","$112,800","03/31/2005","2005","48.45%","Conventional","$3,036","360","Nassau","36059","1 Family","Cooperative","Existing","1"
"35th-37th Series","$110,000","03/31/2005","2005","55.14%","Conventional","$5,500","360","Suffolk","36103","1 Family","Detached","Existing","1"
"35th-37th Series","$67,000","03/31/2005","2005","57.26%","Conventional","$5,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"35th-37th Series","$128,600","03/31/2005","2005","64.42%","Conventional","$6,430","360","Suffolk","36103","1 Family","Condominium","New","2"
"35th-37th Series","$85,680","03/31/2005","2005","72%","Conventional","$1,675","360","Queens","36081","1 Family","Cooperative","Existing","2"
"35th-37th Series","$120,000","03/31/2005","2005","72.73%","Conventional","$2,841","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"35th-37th Series","$37,830","03/31/2005","2005","72.75%","Conventional","$3,881","360","Chemung","36015","1 Family","Detached","Existing","2"
"35th-37th Series","$69,750","03/31/2005","2005","75%","Conventional","$2,435","360","Queens","36081","1 Family","Cooperative","Existing","2"
"35th-37th Series","$60,000","03/31/2005","2005","75%","Conventional","$4,863","360","Erie","36029","1 Family","Detached","Existing","1"
"35th-37th Series","$80,000","03/31/2005","2005","76.19%","Conventional","$5,000","360","Albany","36001","1 Family","Detached","Existing","4"
"35th-37th Series","$214,000","03/31/2005","2005","76.43%","Conventional","$10,700","360","Kings","36047","2 Family","Detached","Rehabilitation","1"
"35th-37th Series","$110,000","03/31/2005","2005","77.19%","Conventional","$5,500","360","Sullivan","36105","1 Family","PUD","Existing","2"
"35th-37th Series","$70,000","03/31/2005","2005","78.21%","Conventional","$2,602","360","Bronx","36005","1 Family","Cooperative","Existing","2"
"35th-37th Series","$76,500","03/31/2005","2005","79.27%","Conventional","$5,000","360","Chemung","36015","1 Family","Detached","Existing","3"
"35th-37th Series","$145,000","03/31/2005","2005","79.73%","Step",,"360","Ulster","36111","1 Family","Detached","New","2"
"35th-37th Series","$271,000","03/31/2005","2005","79.94%","Conventional","$13,550","360","Suffolk","36103","1 Family","Detached","Existing","1"
"35th-37th Series","$144,000","03/31/2005","2005","80%","Conventional","$2,931","360","Kings","36047","1 Family","Cooperative","Existing","1"
"35th-37th Series","$127,200","03/31/2005","2005","80%","Conventional","$2,067","360","Queens","36081","1 Family","Cooperative","Existing","1"
"35th-37th Series","$92,000","03/31/2005","2005","80%","Conventional","$1,925","360","Queens","36081","1 Family","Cooperative","Existing","3"
"35th-37th Series","$90,400","03/31/2005","2005","80%","Conventional","$1,423","360","Kings","36047","1 Family","Cooperative","Existing","2"
"35th-37th Series","$243,000","03/31/2005","2005","80%","Conventional","$8,729","360","Dutchess","36027","1 Family","Detached","Existing","4"
"35th-37th Series","$230,000","03/31/2005","2005","80%","Conventional","$11,401","360","Richmond","36085","1 Family","Detached","Existing","2"
"35th-37th Series","$140,000","03/31/2005","2005","80%","Conventional","$7,000","360","Sullivan","36105","1 Family","Detached","Existing","4"
"35th-37th Series","$100,800","03/31/2005","2005","80%","Conventional","$5,040","360","Niagara","36063","1 Family","Detached","Existing","1"
"35th-37th Series","$80,800","03/31/2005","2005","80%","Conventional",,"360","Tompkins","36109","1 Family","Detached","Existing","2"
"35th-37th Series","$52,000","03/31/2005","2005","80%","Conventional","$3,135","360","Onondaga","36067","1 Family","Detached","Existing","1"
"35th-37th Series","$52,250","03/31/2005","2005","88.56%","Conventional","$4,733","360","Steuben","36101","2 Family","Detached","Existing","1"
"35th-37th Series","$71,000","03/31/2005","2005","88.75%","Conventional","$1,591","360","Westchester","36119","1 Family","Cooperative","Existing","1"
"35th-37th Series","$50,800","03/31/2005","2005","89.12%","Conventional","$4,301","360","Monroe","36055","1 Family","Detached","Existing","1"
"35th-37th Series","$89,400","03/31/2005","2005","89.4%","Conventional","$4,415","360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"35th-37th Series","$148,200","03/31/2005","2005","89.98%","Conventional","$3,246","360","New York","36061","1 Family","Cooperative","Existing","1"
"35th-37th Series","$103,500","03/31/2005","2005","90%","Conventional","$4,101","360","Rockland","36087","1 Family","Cooperative","Existing","1"
"35th-37th Series","$265,500","03/31/2005","2005","90%","Conventional","$13,159","360","Suffolk","36103","1 Family","Detached","Existing","4"
"35th-37th Series","$119,700","03/31/2005","2005","90%","Conventional","$5,985","360","Albany","36001","1 Family","Detached","Existing","1"
"35th-37th Series","$57,600","03/31/2005","2005","90%","Conventional","$4,054","360","Onondaga","36067","1 Family","Detached","Existing","1"
"35th-37th Series","$273,950","03/31/2005","2005","91.35%","Conventional","$9,953","360","Suffolk","36103","1 Family","Detached","New","2"
"35th-37th Series","$75,400","03/31/2005","2005","91.95%","Conventional","$4,436","360","Monroe","36055","1 Family","Detached","Existing","3"
"35th-37th Series","$313,000","03/31/2005","2005","92.06%","Conventional","$14,501","360","Suffolk","36103","1 Family","Detached","Existing","2"
"35th-37th Series","$74,000","03/31/2005","2005","92.5%","Conventional","$4,678","360","Monroe","36055","1 Family","Detached","Existing","1"
"35th-37th Series","$270,000","03/31/2005","2005","93.91%","Conventional","$13,120","360","Dutchess","36027","1 Family","Detached","Existing","2"
"35th-37th Series","$234,900","03/31/2005","2005","94%","Conventional","$10,023","360","Suffolk","36103","1 Family","Condominium","Existing","1"
"35th-37th Series","$125,970","03/31/2005","2005","94.71%","Conventional","$6,299","360","Erie","36029","2 Family","Detached","Existing","1"
"35th-37th Series","$236,930","03/31/2005","2005","94.81%","Conventional","$11,407","360","Dutchess","36027","1 Family","Detached","Existing","2"
"35th-37th Series","$114,900","03/31/2005","2005","94.96%","Conventional","$5,745","360","Monroe","36055","1 Family","Detached","Existing","1"
"35th-37th Series","$183,350","03/31/2005","2005","95%","Conventional","$7,895","360","Orange","36071","1 Family","Condominium","Existing","1"
"35th-37th Series","$85,500","03/31/2005","2005","95%","Conventional","$4,707","360","Orange","36071","1 Family","Condominium","Existing","1"
"35th-37th Series","$77,900","03/31/2005","2005","95%","Conventional","$4,806","360","Monroe","36055","1 Family","Condominium","Existing","1"
"35th-37th Series","$318,250","03/31/2005","2005","95%","Step","$15,136","360","Richmond","36085","1 Family","PUD","New","1"
"35th-37th Series","$76,950","03/31/2005","2005","95%","Conventional","$5,000","360","Erie","36029","1 Family","PUD","Existing","2"
"35th-37th Series","$166,250","03/31/2005","2005","95%","Step","$8,313","360","Sullivan","36105","1 Family","Detached","New","1"
"35th-37th Series","$150,100","03/31/2005","2005","95%","Conventional","$7,173","360","Orange","36071","1 Family","Detached","Existing","3"
"35th-37th Series","$142,025","03/31/2005","2005","95%","Conventional",,"360","Orange","36071","1 Family","Detached","Existing","4"
"35th-37th Series","$111,815","03/31/2005","2005","95%","Conventional","$4,323","360","Wayne","36117","1 Family","Detached","Existing","1"
"35th-37th Series","$104,500","03/31/2005","2005","95%","Conventional","$4,914","360","Schenectady","36093","1 Family","Detached","Existing","1"
